T18,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
250,France,2017,Consumer price index: Food,107.3053,Calculated by the UN Statistics Division from national indices.;Including French overseas departments and territories.;All households.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
250,France,2018,Consumer price index: Food,109.7362,Calculated by the UN Statistics Division from national indices.;Including French overseas departments and territories.;All households.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
250,France,2019,Consumer price index: Food,112.2116,Calculated by the UN Statistics Division from national indices.;Including French overseas departments and territories.;All households.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2010,Consumer price index: General,100.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2015,Consumer price index: General,105.4305,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2017,Consumer price index: General,0.0000,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2018,Consumer price index: General,107.3370,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2019,Consumer price index: General,108.3166,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2010,Consumer price index: Food,100.0000,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2015,Consumer price index: Food,109.6611,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2017,Consumer price index: Food,0.0000,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2018,Consumer price index: Food,111.7236,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
254,French Guiana,2019,Consumer price index: Food,113.7761,Calculated by the UN Statistics Division from national indices.;Data refers to food only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2000,Consumer price index: General,81.5878,Estimate.;Libreville and Owendo.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2005,Consumer price index: General,88.7471,Estimate.;Libreville and Owendo.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2010,Consumer price index: General,100.0000,Estimate.;Libreville and Owendo.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2015,Consumer price index: General,109.0347,Estimate.;Libreville and Owendo.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2017,Consumer price index: General,114.2430,Estimate.;Libreville and Owendo.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2018,Consumer price index: General,119.7183,Estimate.;Libreville and Owendo.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2019,Consumer price index: General,122.1868,Estimate.;Libreville and Owendo.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2010,Consumer price index: Food,100.0000,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
266,Gabon,2015,Consumer price index: Food,115.9491,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2000,Consumer price index: General,50.9715,"Banjul, Kombo St. Mary","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2005,Consumer price index: General,81.0588,"Banjul, Kombo St. Mary","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2010,Consumer price index: General,100.0000,"Banjul, Kombo St. Mary","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2015,Consumer price index: General,130.6805,"Banjul, Kombo St. Mary","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2017,Consumer price index: General,151.3850,"Banjul, Kombo St. Mary","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2018,Consumer price index: General,161.2570,"Banjul, Kombo St. Mary","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2019,Consumer price index: General,172.7316,"Banjul, Kombo St. Mary","United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
270,Gambia,2015,Consumer price index: Food,186.0081,Estimate.;Index base: August 2004=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2000,Consumer price index: General,54.9035,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2005,Consumer price index: General,69.9635,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2010,Consumer price index: General,100.0000,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2015,Consumer price index: General,114.6647,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2017,Consumer price index: General,124.1743,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2018,Consumer price index: General,127.4240,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2019,Consumer price index: General,131.0655,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2010,Consumer price index: Food,100.0000,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2015,Consumer price index: Food,120.5012,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2017,Consumer price index: Food,130.8372,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
268,Georgia,2018,Consumer price index: Food,133.6726,Data refer to 5 cities only.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2000,Consumer price index: General,85.6988,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2005,Consumer price index: General,92.4577,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2015,Consumer price index: General,106.8841,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2017,Consumer price index: General,109.2750,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2018,Consumer price index: General,111.3833,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2019,Consumer price index: General,105.2091,Index base: 2015=100.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2000,Consumer price index: Food,84.9417,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
276,Germany,2005,Consumer price index: Food,89.0917,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2020."
